doc,text
961,@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help
962,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!
963,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.
964,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest"
965,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer."
966,@AmericanAir um no just hanging out what’s new w you?
967,@united are you telling me that you are now Cancelled Flighting my flight ??
968,@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......
969,"@JetBlue not cool. At the gate, turns out my flight from FLL to JAX is delayed, yet app says on time. Not a good start."
970,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈
971,@JetBlue DONT LOSE MY LUGGAGE!!!
972,Thanks @SouthwestAir ! #heartlanta
973,@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?
974,@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...
975,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
976,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day."
977,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons
978,"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕"
979,"@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations"
980,@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5
981,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets"
982,@USAirways should give me free baggage for this mess
983,@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways
984,@united Bag was finally delivered and intact. Thanks for your assistance.
985,@AmericanAir you suck worst airline ever I will never be flying you again I have been stuck here for 13 hours no one is helping #fuckoff
986,@SouthwestAir for your loyal A-list customers it should be easier to get help and bring resolution to issues with your rewards program.
987,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response"
988,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?
989,@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...
990,"@AmericanAir Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability"
991,@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.
992,@united no wheelchairs
993,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere
994,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable."
995,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well
996,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
997,@JetBlue @SouthwestAir @VirginAmerica @AmericanAirBR download jeokoo the American app for air travelers
998,@AmericanAir @Cowboycerrone  ratchet airway!. ......
999,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service)
1000,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now
